ID,Date,Time,Rating,Day,Neighborhood,Lat,Long,CrimeDetail,CrimeType,Address
90201090,1/20/09,12:35:00,640,Tue,Downtown,-84.38556,33.76045,Larceny-From Vehicle,Larceny,221 Peachtree Center Ave Ne ; 6Th Level
90201054,1/20/09,2:30:00,650,Tue,Downtown,-84.39034,33.75758,Larceny-From Vehicle,Larceny,111 Cone St Nw
90200146,1/20/09,0:01:00,640,Tue,Downtown,-84.3919,33.75737,Larceny-From Vehicle,Larceny,118 Walton St Nw;
90201295,1/20/09,16:30:00,440,Tue,Downtown,-84.39239,33.76635,Agg Assault,Agg Assault,430 Centennial Olympic P Dr Nw
90211175,1/21/09,15:15:00,640,Wed,Downtown,-84.37942,33.75754,Larceny-From Vehicle,Larceny,Bell St Ne / John Wesley Dobbs Ave Ne
90210576,1/21/09,2:00:00,690,Wed,Downtown,-84.38395,33.75993,Larceny-Non Vehicle,Larceny,201 Courtland St Ne
90211327,1/21/09,8:00:00,640,Wed,Downtown,-84.38593,33.7606,Larceny-From Vehicle,Larceny,221 Peachtree Center Ave Ne
90211917,1/21/09,17:30:00,640,Wed,Downtown,-84.38754,33.76331,Larceny-From Vehicle,Larceny,W Peachtree St Ne / Simpson St Nw
90211456,1/21/09,16:00:00,690,Wed,Downtown,-84.39106,33.76008,Larceny-Non Vehicle,Larceny,101 Andrew Young Interna Blvd Nw
90210658,1/21/09,10:00:00,670,Wed,Downtown,-84.39134,33.75478,Larceny-Non Vehicle,Larceny,30 Marietta St Nw
90211708,1/21/09,10:55:00,640,Wed,Downtown,-84.39267,33.75699,Larceny-From Vehicle,Larceny,Spring St Nw / Marietta St Nw
90211252,1/21/09,8:00:00,720,Wed,Downtown,-84.39517,33.75055,Auto Theft,Auto Theft,156 Forsyth St Sw
90230959,1/21/09,11:00:00,710,Unk,Downtown,-84.39584,33.76728,Auto Theft,Auto Theft,471 Luckie St Nw;
90211990,1/21/09,21:00:00,640,Wed,Downtown,-84.39643,33.7623,Larceny-From Vehicle,Larceny,329 Marietta St Nw
90401451,1/22/09,8:00:00,670,Thu,Downtown,-84.38034,33.75657,Larceny-Non Vehicle,Larceny,80 Jesse Hill Jr Drive
90230346,1/22/09,21:00:00,640,Fri,Downtown,-84.38848,33.75628,Larceny-From Vehicle,Larceny,Broad St Nw / Peachtree St Ne
90220158,1/22/09,0:00:00,640,Thu,Downtown,-84.38859,33.75216,Larceny-From Vehicle,Larceny,90 Central Ave.
90221905,1/22/09,6:15:00,640,Thu,Downtown,-84.38868,33.76322,Larceny-From Vehicle,Larceny,40 Simpson St Nw
90230080,1/22/09,23:30:00,640,Fri,Downtown,-84.38912,33.76273,Larceny-From Vehicle,Larceny,300 Spring St Nw
90221307,1/22/09,14:30:00,640,Thu,Downtown,-84.39098,33.7514,Larceny-From Vehicle,Larceny,75 Martin Luther King Jr. Drive
